_id,Incident Type,Date & Time Occurred Start,Date & Time Occurred End,Criminal Offense,Date & Time Reported,Location,Common Name,Disposition
2014-00001066,"Accident, personal injury","June 16, 2014 at 9:34:00 PM","June 16, 2014 at 9:50:00 PM",,"June 16, 2014 at 9:49:44 PM",1880 CAMPUS DR,Kresge Hall,Closed
2014-00001069,Property Damage,"June 07, 2014 at 3:00:00 PM","June 14, 2014 at 7:00:00 PM",,"June 17, 2014 at 1:29:14 PM",1201 DAVIS ST,,Closed
2014-00001070,Damage property,"June 16, 2014 at 6:30:00 PM","June 17, 2014 at 5:00:00 AM",Criminal Defacement,"June 17, 2014 at 1:55:02 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001071,Service to Other Agency,"June 18, 2014 at 12:42:00 AM","June 18, 2014 at 12:46:00 AM",No Valid DL All Cases Other Than License Expired less Than 6 Months,"June 18, 2014 at 12:46:14 AM",BROWN AVE AND SIMPSON ST,,Closed
2014-00001073,Damage property,"June 13, 2014 at 6:30:00 PM","June 17, 2014 at 9:45:00 AM",Criminal Damage to Property,"June 18, 2014 at 11:27:59 AM",2201 CAMPUS DR,Larc Drive,Open
2014-00001075,Theft,"June 18, 2014 at 4:30:00 PM","June 18, 2014 at 5:20:00 PM",Theft Over $500,"June 18, 2014 at 5:59:43 PM",2001 SHERIDAN RD,Jacobs Center,Open
2014-00001076,Theft,"June 18, 2014 at 6:40:00 PM","June 18, 2014 at 10:30:00 PM",Theft Over $500,"June 18, 2014 at 11:10:23 PM",711 ELGIN RD,Music Administration,Closed
2014-00001077,Suspicious Person(s),"June 19, 2014 at 2:40:00 AM","June 19, 2014 at 3:06:00 AM",,"June 19, 2014 at 3:27:14 AM",1881 SHERIDAN RD,Harris Hall,Closed
2014-00001078,Traffic offenses,"June 19, 2014 at 2:07:00 PM","June 19, 2014 at 2:20:00 PM",,"June 19, 2014 at 2:07:27 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00001079,Service to Other Agency,"June 20, 2014 at 1:09:00 AM","June 20, 2014 at 1:24:00 AM",,"June 20, 2014 at 1:17:48 AM",EMERSON ST AND SHERIDAN RD,,Closed
2014-00001081,Theft,"June 13, 2014 at 6:00:00 PM","June 14, 2014 at 10:00:00 AM",Theft Over $500,"June 20, 2014 at 9:12:42 AM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001084,Public Service,"June 20, 2014 at 1:43:00 PM","June 20, 2014 at 1:56:00 PM",,"June 20, 2014 at 1:43:27 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001085,"Accident, personal injury","June 20, 2014 at 2:21:00 PM","June 20, 2014 at 2:35:00 PM",,"June 20, 2014 at 2:31:31 PM",1870 SHERIDAN RD,Millar Chapel,Closed
2014-00001086,Public Contact,"June 20, 2014 at 2:35:00 PM","June 20, 2014 at 2:38:00 PM",,"June 20, 2014 at 2:42:19 PM",1801 HINMAN AVE,Admissions,Referred
2014-00001087,Public Service,"June 20, 2014 at 4:40:00 PM","June 20, 2014 at 5:00:00 PM",,"June 20, 2014 at 4:40:25 PM",2700 ASHLAND AVE,West Lot Ryan,Closed
2014-00001088,Theft,"June 20, 2014 at 8:30:00 AM","June 20, 2014 at 5:40:00 PM",Theft Over $500,"June 20, 2014 at 5:47:36 PM",633 EMERSON ST,Student Health,Open
2014-00001091,Trespass,"June 21, 2014 at 1:07:00 AM","June 21, 2014 at 1:19:00 AM",Criminal Trespass to land,"June 21, 2014 at 1:26:00 AM",2311 CAMPUS DR,Sports & Aquatics Center,Referred
2014-00001094,Property Damage,"June 21, 2014 at 6:40:00 AM","June 21, 2014 at 6:40:00 AM",,"June 21, 2014 at 8:34:54 AM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00001095,Burglary,"June 22, 2014 at 8:05:00 AM","June 22, 2014 at 8:10:00 AM",Burglary,"June 22, 2014 at 9:14:58 AM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00001096,Public Service,"June 22, 2014 at 1:27:00 PM","June 22, 2014 at 1:39:00 PM",,"June 22, 2014 at 1:45:32 PM",1800 CAMPUS DR,,Closed
2014-00001100,Burglary,"June 19, 2014 at 11:00:00 AM","June 23, 2014 at 10:30:00 AM",Burglary,"June 23, 2014 at 12:07:00 PM",1880 CAMPUS DR,Kresge Hall,Open
2014-00001102,Public Service,"June 23, 2014 at 3:43:00 PM","June 23, 2014 at 5:05:00 PM",,"June 23, 2014 at 5:02:21 PM",1922 SHERIDAN RD,College of Art/Sciences II,Closed
2014-00001105,Security Building,"June 23, 2014 at 10:39:00 PM","June 23, 2014 at 11:07:00 PM",,"June 23, 2014 at 11:07:29 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001107,"Accident, personal injury","June 23, 2014 at 12:40:00 PM","June 23, 2014 at 1:00:00 PM",,"June 24, 2014 at 1:16:08 PM",2211 CAMPUS DR,,Closed
2014-00001108,Public Service,"June 24, 2014 at 10:52:00 PM","June 25, 2014 at 12:44:00 AM",,"June 24, 2014 at 11:31:19 PM",1801 MAPLE AVE,ITECH,Closed
2014-00001110,Public Service,"June 25, 2014 at 10:50:00 AM","June 25, 2014 at 10:50:00 AM",,"June 25, 2014 at 11:25:30 AM",2029 SHERIDAN RD,Swift Hall,Closed
2014-00001111,Public Service,"June 25, 2014 at 3:36:00 PM","June 25, 2014 at 4:30:00 PM",,"June 25, 2014 at 3:38:31 PM",633 EMERSON ST,Student Health,Closed
2014-00001112,"Accident, personal injury","June 26, 2014 at 12:10:00 AM","June 26, 2014 at 12:50:00 AM",,"June 26, 2014 at 12:24:59 AM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001113,Public Service,"June 26, 2014 at 8:35:00 AM","June 26, 2014 at 8:35:00 AM",,"June 26, 2014 at 8:46:31 AM",2020 RIDGE AVE,Development,Closed
2014-00001114,Theft,"June 13, 2014 at 3:00:00 AM","June 22, 2014 at 3:00:00 PM",Theft $500 and Under,"June 26, 2014 at 1:36:36 PM",600 UNIVERSITY PL,,Closed
2014-00001117,Service to Other Agency,"June 27, 2014 at 2:52:00 AM","June 27, 2014 at 3:05:00 AM",Drunkenness,"June 27, 2014 at 3:05:16 AM",620 CLARK ST,,Closed
2014-00001118,Suspicious Circumstances,"June 26, 2014 at 4:15:00 PM","June 26, 2014 at 4:15:00 PM",,"June 27, 2014 at 12:27:40 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001119,Public Service,"June 27, 2014 at 1:40:00 PM","June 27, 2014 at 1:40:00 PM",,"June 27, 2014 at 1:48:29 PM",720 UNIVERSITY PL,Human Resources,Closed
2014-00001122,Suspicious Person(s),"June 28, 2014 at 1:39:00 AM","June 28, 2014 at 2:33:00 AM",,"June 28, 2014 at 1:43:33 AM",1999 CAMPUS DR,Norris Center,Closed
2014-00001123,Public Service,"June 28, 2014 at 5:01:00 PM","June 28, 2014 at 5:15:00 PM",,"June 28, 2014 at 5:02:53 PM",LEON PL AND RIDGE AVE,,Closed
2014-00001124,Suspicious Circumstances,"June 29, 2014 at 3:19:00 AM","June 29, 2014 at 3:31:00 AM",,"June 29, 2014 at 3:31:05 AM",GARNETT PL AND MAPLE AVE,,Unfounded
2014-00001126,Trespass,"June 30, 2014 at 11:16:00 AM","June 30, 2014 at 11:25:00 AM",Criminal Trespass to land,"June 30, 2014 at 11:26:08 AM",711 ELGIN RD,Music Administration,Open
2014-00001128,Theft,"June 25, 2014 at 10:00:00 PM","June 28, 2014 at 12:00:00 PM",Theft Over $500,"June 30, 2014 at 6:18:04 PM",2249 SHERIDAN RD,Sigma Chi,Open
2014-00001129,Fire Call,"June 30, 2014 at 10:40:00 PM","June 30, 2014 at 11:00:00 PM",,"June 30, 2014 at 10:40:32 PM",701 UNIVERSITY PL,Alpha Phi,Closed
2014-00001130,General non-criminal,"June 30, 2014 at 10:20:00 PM","June 30, 2014 at 11:13:00 PM",,"June 30, 2014 at 11:39:36 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001132,Suspicious Person(s),"July 01, 2014 at 1:13:00 PM","July 01, 2014 at 1:45:00 PM",Criminal Trespass to land,"July 01, 2014 at 1:53:24 PM",711 ELGIN RD,Music Administration,Open
2014-00001134,Public Service,"July 01, 2014 at 9:47:00 PM","July 01, 2014 at 10:04:00 PM",,"July 01, 2014 at 10:02:45 PM",2020 RIDGE AVE,Development,Closed
2014-00001135,Burglary,"June 30, 2014 at 5:00:00 PM","July 02, 2014 at 7:00:00 AM",Burglary,"July 02, 2014 at 11:24:40 AM",1920 CAMPUS DR,Annie May Swift,Open
2014-00001137,Fire Call,"July 02, 2014 at 4:22:00 PM","July 02, 2014 at 4:30:00 PM",,"July 02, 2014 at 4:51:56 PM",625 UNIVERSITY PL,Delta Delta Delta,Closed
2014-00001139,Service to Other Agency,"July 02, 2014 at 7:46:00 PM","July 02, 2014 at 8:11:00 PM",,"July 02, 2014 at 7:47:54 PM",2100 RIDGE AVE,,Closed
2014-00001140,Assault,"July 02, 2014 at 10:33:00 PM","July 03, 2014 at 4:02:00 AM",Aggravated Assault,"July 02, 2014 at 11:30:46 PM",SHERMAN AVE AND GROVE ST,,Open
2014-00001141,Theft,"July 01, 2014 at 11:00:00 AM","July 01, 2014 at 12:00:00 PM",Theft $500 and Under,"July 03, 2014 at 1:14:48 PM",618 LIBRARY PL,Family Institute,Open
2014-00001142,Theft,"July 03, 2014 at 5:00:00 PM","July 03, 2014 at 6:00:00 PM",Theft $500 and Under,"July 03, 2014 at 6:09:48 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001149,"Accident, personal injury","July 04, 2014 at 9:19:00 PM","July 04, 2014 at 9:37:00 PM",,"July 04, 2014 at 9:30:27 PM",2300 CAMPUS DR,,Closed
2014-00001154,Burglary,"July 03, 2014 at 4:00:00 PM","July 07, 2014 at 9:30:00 AM",Burglary,"July 07, 2014 at 10:14:50 AM",1897 SHERIDAN RD,University Hall,Open
2014-00001155,Theft,"July 07, 2014 at 5:43:00 PM","July 07, 2014 at 6:05:00 PM",Theft Over $500,"July 07, 2014 at 5:50:01 PM",1880 CAMPUS DR,Kresge Hall,Closed
2014-00001156,Service to Other Agency,"July 07, 2014 at 7:26:00 PM","July 07, 2014 at 8:05:00 PM",Aggravated Battery,"July 07, 2014 at 7:26:38 PM",GREEN BAY RD AND MCCORMICK BLVD,,Closed
2014-00001157,Security Building,"July 08, 2014 at 2:35:00 AM","July 08, 2014 at 2:45:00 AM",,"July 08, 2014 at 2:38:40 AM",1897 SHERIDAN RD,University Hall,Closed
2014-00001158,Fire Call,"July 08, 2014 at 9:43:00 AM","July 08, 2014 at 10:10:00 AM",,"July 08, 2014 at 10:05:14 AM",2705 ASHLAND AVE,McGaw Hall,Closed
2014-00001159,Theft,"July 07, 2014 at 8:30:00 AM","July 07, 2014 at 7:30:00 PM",Theft $500 and Under,"July 08, 2014 at 10:35:58 AM",1880 CAMPUS DR,Kresge Hall,Closed
2014-00001161,"Accident, personal injury","July 08, 2014 at 6:00:00 PM","July 08, 2014 at 6:30:00 PM",,"July 08, 2014 at 6:03:04 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001162,Public Contact,"July 08, 2001 at 8:01:00 PM","July 08, 2001 at 8:10:00 PM",,"July 08, 2014 at 8:04:41 PM",820 CHURCH ST,,Closed
2014-00001163,Theft,"July 08, 2014 at 7:00:00 AM","July 08, 2014 at 9:51:00 PM",Theft $500 and Under,"July 08, 2014 at 9:51:37 PM",2001 SHERIDAN RD,Jacobs Center,Open
2014-00001164,Damage property,"July 09, 2014 at 7:38:00 AM","July 09, 2014 at 8:00:00 AM",,"July 09, 2014 at 7:58:05 AM",624 NOYES ST,NU Home VI,Closed
2014-00001165,Theft,"July 08, 2014 at 8:30:00 PM","July 09, 2014 at 8:10:00 AM","Theft Over $500
Theft Over $500","July 09, 2014 at 8:26:42 AM",1823 CAMPUS DR,Boat House,Open
2014-00001166,Public Service,"July 09, 2014 at 9:45:00 AM","July 09, 2014 at 10:50:00 AM",,"July 09, 2014 at 12:57:00 PM",2705 ASHLAND AVE,McGaw Hall,Closed
2014-00001167,Suspicious Circumstances,"July 09, 2014 at 1:28:00 PM","July 09, 2014 at 2:00:00 PM",,"July 09, 2014 at 1:49:44 PM",1201 DAVIS ST,,Open
2014-00001168,Theft,"July 08, 2014 at 5:00:00 PM","July 09, 2014 at 3:30:00 PM",Theft $500 and Under,"July 09, 2014 at 4:08:55 PM",717 UNIVERSITY PL,Delta Zeta,Closed
2014-00001169,Theft,"July 08, 2014 at 8:30:00 AM","July 08, 2014 at 6:00:00 PM",Theft $500 and Under,"July 09, 2014 at 5:03:25 PM",2001 SHERIDAN RD,Jacobs Center,Closed
2014-00001172,Service to Other Agency,"July 09, 2014 at 11:38:00 PM","July 10, 2014 at 12:30:00 AM",Disorderly House (Keeping A) Noise Violation,"July 10, 2014 at 12:02:42 AM",2601 ORRINGTON AVE,Wieboldt House,Closed
2014-00001176,Damage property,"July 10, 2014 at 2:30:00 PM","July 10, 2014 at 2:30:00 PM",,"July 10, 2014 at 3:02:36 PM",817 EMERSON ST,,Closed
2014-00001177,Service to Other Agency,"July 10, 2014 at 4:43:00 PM","July 10, 2014 at 5:05:00 PM",,"July 10, 2014 at 4:44:13 PM",900 HAMLIN ST,,Closed
2014-00001178,Theft,"July 10, 2014 at 8:12:00 PM","July 10, 2014 at 8:31:00 PM",Theft $500 and Under,"July 10, 2014 at 8:12:46 PM",1820 CHICAGO AVE,Allison Hall,Closed
2014-00001180,Fire Hazard,"July 10, 2014 at 10:41:00 PM","July 10, 2014 at 10:41:00 PM",,"July 10, 2014 at 10:57:25 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001181,Suspicious Person(s),"July 11, 2014 at 12:38:00 PM","July 11, 2014 at 12:43:00 PM",,"July 11, 2014 at 12:59:51 PM",2190 CAMPUS DR,Ryan Hall,Closed
2014-00001182,Service to Other Agency,"July 11, 2014 at 1:46:00 PM","July 11, 2014 at 3:00:00 PM",,"July 11, 2014 at 2:14:38 PM",2324 CAMPUS DR,Ayers,Closed
2014-00001183,Suspicious Circumstances,"July 11, 2014 at 1:00:00 PM","July 11, 2014 at 3:21:00 PM",,"July 11, 2014 at 3:19:30 PM",633 EMERSON ST,Student Health,Open
2014-00001186,Public Contact,"July 11, 2014 at 11:56:00 AM","July 11, 2014 at 12:00:00 PM",,"July 11, 2014 at 9:16:54 PM",1800 SHERIDAN RD,John Evans Center,Closed
2014-00001187,Theft,"July 05, 2014 at 10:30:00 PM","July 05, 2014 at 11:30:00 PM",Theft Over $500,"July 11, 2014 at 11:20:27 PM",2315 SHERIDAN RD,McCulloch Hall,Open
2014-00001191,Security Building,"July 13, 2014 at 6:42:00 AM","July 13, 2014 at 6:43:00 AM",,"July 13, 2014 at 6:42:35 AM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001194,Suspicious Person(s),"July 13, 2014 at 6:10:00 PM","July 13, 2014 at 6:20:00 PM","

","July 13, 2014 at 6:16:36 PM",2707 ASHLAND AVE,Coon Hall,Open
2014-00001196,Public Service,"July 13, 2014 at 6:31:00 PM","July 13, 2014 at 6:41:00 PM",,"July 13, 2014 at 7:20:12 PM",2100 SHERIDAN RD,,Closed
2014-00001197,Public Contact,"July 13, 2014 at 8:43:00 PM","July 13, 2014 at 9:05:00 PM",,"July 13, 2014 at 8:43:00 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001198,Public Contact,"July 13, 2014 at 9:14:00 PM","July 13, 2014 at 9:27:00 PM",,"July 13, 2014 at 9:14:03 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001200,Service to Other Agency,"July 14, 2014 at 12:25:00 PM","July 14, 2014 at 12:25:00 PM",,"July 14, 2014 at 12:27:59 PM",1200 DAVIS ST,,Closed
2014-00001201,Suspicious Circumstances,"July 14, 2014 at 1:45:00 PM","July 14, 2014 at 1:55:00 PM",,"July 14, 2014 at 1:49:11 PM",1801 MAPLE AVE,ITECH,Closed
2014-00001202,Fraudulent activities,"July 14, 2014 at 2:55:00 PM","July 14, 2014 at 3:45:00 PM",Fraud,"July 14, 2014 at 3:28:28 PM",2020 RIDGE AVE,Development,Open
2014-00001204,Public Service,"July 14, 2014 at 10:38:00 PM","July 14, 2014 at 10:49:00 PM",,"July 14, 2014 at 10:38:28 PM",NA,,Closed
2014-00001205,Service to Other Agency,"July 15, 2014 at 3:05:00 AM","July 15, 2014 at 3:15:00 AM",,"July 15, 2014 at 3:15:30 AM",2701 ASHLAND AVE,Anderson Hall,Unfounded
2014-00001206,In - State Warrant,"July 15, 2014 at 1:16:00 PM","July 15, 2014 at 1:40:00 PM",Instate Warrant,"July 15, 2014 at 1:59:51 PM",1915 MAPLE AVE,Engelhart Hall,Closed
2014-00001207,Property Lost,"July 14, 2014 at 8:50:00 PM","July 15, 2014 at 11:00:00 AM",,"July 15, 2014 at 2:39:37 PM",600 UNIVERSITY PL,,Closed
2014-00001208,Suspicious Circumstances,"July 15, 2014 at 9:00:00 AM","July 15, 2014 at 9:30:00 AM",,"July 15, 2014 at 4:04:19 PM",721 UNIVERSITY PL,Evans Scholars,Open
2014-00001209,Suspicious Person(s),"July 15, 2014 at 12:00:00 PM","July 15, 2014 at 12:15:00 PM",,"July 15, 2014 at 5:10:39 PM",720 UNIVERSITY PL,Human Resources,Open
2014-00001212,Service to Other Agency,"July 16, 2014 at 12:50:00 PM","July 16, 2014 at 1:10:00 PM",,"July 16, 2014 at 1:01:19 PM",ELGIN RD AND SHERMAN AVE,,Closed
2014-00001214,Theft,"July 16, 2014 at 8:30:00 AM","July 16, 2014 at 2:30:00 PM",Theft $500 and Under,"July 16, 2014 at 4:44:03 PM",1970 CAMPUS DR,University Library,Open
2014-00001215,Trespass,"July 16, 2014 at 5:29:00 PM","July 16, 2014 at 5:40:00 PM",Criminal Trespass to land,"July 16, 2014 at 5:53:40 PM",405 CHURCH ST,Traffic Institute,Open
2014-00001216,Lost & found prop,"July 16, 2014 at 8:00:00 PM","July 16, 2014 at 8:10:00 PM",,"July 16, 2014 at 9:46:57 PM",1739 SHERMAN AVE,,Closed
2014-00001218,Public Service,"July 18, 2014 at 4:08:00 PM","July 18, 2014 at 4:15:00 PM",,"July 18, 2014 at 4:08:48 PM",640 EMERSON ST,Gamma Phi Beta,Closed
2014-00001219,Service to Other Agency,"July 18, 2014 at 4:39:00 PM","July 18, 2014 at 5:01:00 PM",,"July 18, 2014 at 4:43:14 PM",SHERIDAN RD AND EMERSON ST,,Closed
2014-00001221,Drunkeness,"July 19, 2014 at 2:39:00 AM","July 19, 2014 at 3:30:00 AM",Illegal Consumption by Minor,"July 19, 2014 at 3:18:50 AM",1820 CHICAGO AVE,Allison Hall,Referred
2014-00001222,Property Damage,"July 19, 2014 at 12:30:00 PM","July 19, 2014 at 12:50:00 PM",,"July 19, 2014 at 1:03:00 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00001223,Battery,"July 19, 2014 at 2:50:00 PM","July 19, 2014 at 2:54:00 PM","All  Disorderly Conduct
Battery","July 19, 2014 at 2:54:07 PM",1927 ORRINGTON AVE,Foster/Walker,Open
2014-00001230,Animals,"July 20, 2014 at 12:50:00 AM","July 20, 2014 at 12:55:00 AM",,"July 20, 2014 at 12:59:41 AM",2601 ORRINGTON AVE,Wieboldt House,Closed
2014-00001231,Drunkeness,"July 20, 2014 at 3:10:00 AM","July 20, 2014 at 3:26:00 AM","
","July 20, 2014 at 3:10:06 AM",619 COLFAX ST,Delta Chi,Closed
2014-00001232,Service to Other Agency,"July 20, 2014 at 2:58:00 AM","July 20, 2014 at 3:14:00 AM",Noise Prohibition of Loud Yelling or Shouting 2300 to 0700,"July 20, 2014 at 3:15:42 AM",820 HAMLIN ST,,Closed
2014-00001239,Theft,"July 20, 2014 at 5:00:00 PM","July 20, 2014 at 5:05:00 PM",Theft $500 and Under,"July 21, 2014 at 6:22:22 PM",1970 CAMPUS DR,University Library,Closed
2014-00001243,Fire Call,"July 23, 2014 at 11:00:00 AM","July 23, 2014 at 11:30:00 AM",,"July 23, 2014 at 11:02:39 AM",1861 SHERIDAN RD,West Fairchild,Closed
2014-00001246,Service to Other Agency,"July 24, 2014 at 2:24:00 AM","July 24, 2014 at 2:39:00 AM",,"July 24, 2014 at 2:24:57 AM",ELGIN RD AND SHERMAN AVE,,Closed
2014-00001247,Burglary,"July 18, 2014 at 6:00:00 PM","July 22, 2014 at 2:00:00 PM",Burglary,"July 24, 2014 at 9:25:45 AM",1725 ORRINGTON AVE,McManus Living Center,Open
2014-00001248,Safety Hazard,"July 24, 2014 at 10:25:00 AM","July 24, 2014 at 10:36:00 AM",,"July 24, 2014 at 10:41:23 AM",618 EMERSON ST,,Closed
2014-00001249,Damage property,"July 24, 2014 at 8:00:00 AM","July 24, 2014 at 3:10:00 PM",Criminal Damage to Property,"July 24, 2014 at 3:21:58 PM",2100 SHERIDAN RD,,Closed
2014-00001252,Theft,"July 23, 2014 at 7:30:00 AM","July 23, 2014 at 7:40:00 AM",Theft of Lost Property,"July 25, 2014 at 1:15:34 PM",1838 CAMPUS DR,,Open
2014-00001253,"Accident, personal injury","July 25, 2014 at 2:10:00 PM","July 25, 2014 at 2:35:00 PM",,"July 25, 2014 at 2:35:00 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001257,Public Service,"July 26, 2014 at 5:02:00 AM","July 26, 2014 at 5:26:00 AM",,"July 26, 2014 at 5:02:58 AM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00001258,Disorderly Conduct,"July 26, 2014 at 2:35:00 PM","July 26, 2014 at 2:50:00 PM",All  Disorderly Conduct,"July 26, 2014 at 2:40:11 PM",626 UNIVERSITY PL,Shepard Hall,Referred
2014-00001259,Theft,"July 26, 2014 at 8:30:00 PM","July 26, 2014 at 9:50:00 PM",Theft $500 and Under,"July 26, 2014 at 9:33:06 PM",2311 CAMPUS DR,Sports & Aquatics Center,Open
2014-00001260,Public Contact,"July 26, 2014 at 11:45:00 AM","July 26, 2014 at 11:55:00 AM",,"July 27, 2014 at 12:29:08 AM",SHERIDAN RD AND HINMAN AVE,,Closed
2014-00001261,Theft,"July 27, 2014 at 8:00:00 AM","July 27, 2014 at 9:30:00 AM",Theft $500 and Under,"July 27, 2014 at 10:14:06 AM",2305 SHERIDAN RD,Bobb Hall,Unfounded
2014-00001262,Service to Other Agency,"July 28, 2014 at 8:50:00 AM","July 28, 2014 at 8:50:00 AM",,"July 28, 2014 at 8:55:18 AM",SHERIDAN RD AND CHICAGO AVE,,Closed
2014-00001264,Public Service,"July 28, 2014 at 7:43:00 PM","July 28, 2014 at 8:05:00 PM",,"July 28, 2014 at 7:43:36 PM",1820 CHICAGO AVE,Allison Hall,Closed
2014-00001266,Theft,"July 29, 2014 at 12:45:00 PM","July 29, 2014 at 1:45:00 PM",Theft Over $500,"July 29, 2014 at 2:29:24 PM",2245 SHERIDAN RD,Sargent Hall,Open
2014-00001267,Damage property,"July 29, 2014 at 2:05:00 PM","July 29, 2014 at 2:25:00 PM",,"July 29, 2014 at 2:31:08 PM",1801 MAPLE AVE,ITECH,Closed
2014-00001268,Public Service,"July 30, 2014 at 9:43:00 PM","July 30, 2014 at 11:14:00 PM",,"July 30, 2014 at 11:14:46 PM",2324 CAMPUS DR,Ayers,Closed
2014-00001269,Service to Other Agency,"July 31, 2014 at 4:04:00 AM","July 31, 2014 at 4:23:00 AM",,"July 31, 2014 at 4:10:47 AM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001271,Valid alarm activation,"July 31, 2014 at 9:08:00 AM","July 31, 2014 at 9:12:00 AM",,"July 31, 2014 at 9:33:37 AM",2200 CAMPUS DR,Pancoe,Closed
2014-00001272,Lost & found prop,"August 01, 2014 at 12:43:00 AM","August 01, 2014 at 12:48:00 AM",,"August 01, 2014 at 1:23:57 AM",2001 SHERIDAN RD,Jacobs Center,Closed
2014-00001273,Theft,"July 30, 2014 at 5:00:00 PM","August 01, 2014 at 9:00:00 AM",Theft $500 and Under,"August 01, 2014 at 11:11:28 AM",2220 CAMPUS DR,Cook Hall,Open
2014-00001274,Public Service,"August 01, 2014 at 8:34:00 PM","August 01, 2014 at 8:51:00 PM",,"August 01, 2014 at 8:34:25 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001275,Suspicious Circumstances,"August 01, 2014 at 9:43:00 PM","August 01, 2014 at 9:53:00 PM",,"August 01, 2014 at 9:52:01 PM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00001276,Public Service,"August 02, 2014 at 2:56:00 PM","August 02, 2014 at 3:15:00 PM",Illegal Consumption by Minor,"August 02, 2014 at 2:53:48 PM",1800 SHERIDAN RD,John Evans Center,Closed
2014-00001277,Service to Other Agency,"August 03, 2014 at 12:48:00 AM","August 03, 2014 at 1:07:00 AM",Violation of the Illinois Vehicle Code,"August 03, 2014 at 12:48:36 AM",NA,,Closed
2014-00001278,Property Lost,"August 01, 2014 at 6:00:00 PM","August 01, 2014 at 7:00:00 PM",,"August 03, 2014 at 9:13:53 AM",1900 SHERIDAN RD,,Closed
2014-00001280,Suspicious Circumstances,"August 03, 2014 at 11:00:00 PM","August 05, 2014 at 12:00:00 AM",,"August 05, 2014 at 1:35:01 AM",1897 SHERIDAN RD,University Hall,Open
2014-00001281,Suspicious Person(s),"July 28, 2014 at 11:00:00 PM","August 04, 2014 at 11:00:00 PM",Criminal Trespass to land,"August 05, 2014 at 1:35:51 AM",1897 SHERIDAN RD,University Hall,Closed
2014-00001284,Public Contact,"August 06, 2014 at 7:50:00 AM","August 06, 2014 at 8:10:00 AM",,"August 06, 2014 at 7:26:41 AM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001285,Theft,"August 06, 2014 at 9:30:00 AM","August 06, 2014 at 9:30:00 AM",Theft Over $500,"August 06, 2014 at 12:35:09 PM",2001 SHERIDAN RD,Jacobs Center,Closed
2014-00001286,Public Service,"August 06, 2014 at 4:09:00 PM","August 06, 2014 at 5:59:00 PM",,"August 06, 2014 at 5:59:31 PM",1800 SHERIDAN RD,John Evans Center,Referred
2014-00001287,Public Contact,"August 06, 2014 at 11:30:00 PM","August 07, 2014 at 12:42:00 AM",,"August 07, 2014 at 12:36:29 AM",1835 HINMAN AVE,Hinman Dorm,Closed
